TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,QTYPurchased,SaleTime
255,5/4/2025,1136,2030,403,3,509.91,5,evening
256,5/4/2025,1049,2047,404,3,1674.9,2,afternoon
257,5/4/2025,1196,2036,404,3,0,1,morning
258,5/4/2025,1041,2025,402,2,671.09,3,morning
259,5/4/2025,1013,2082,404,2,1066.4,4,morning
260,5/4/2025,1141,2013,401,2,748.29,5,evening
261,5/4/2025,1021,2097,402,2,673.68,2,afternoon
262,5/4/2025,1115,2065,402,3,1881.36,1,morning
263,5/4/2025,1023,2028,404,2,510.35,3,evening
264,5/4/2025,1006,2053,401,3,610.15,4,afternoon
265,5/4/2025,1128,2047,402,3,1004.94,5,morning
266,5/4/2025,1020,2047,402,0,669.96,2,morning
267,5/4/2025,1081,2012,403,1,1682.61,1,evening
268,5/4/2025,1035,2004,403,3,927.25,3,afternoon
269,5/4/2025,1178,2017,404,3,1854.8,4,morning
270,5/4/2025,1157,2000,401,0,1938.62,5,evening
271,5/4/2025,1065,2027,402,3,775.83,2,afternoon
272,5/4/2025,1028,2099,403,1,3490.13,1,morning
273,5/4/2025,1077,2015,401,1,1822.42,3,evening
274,5/4/2025,1107,2081,404,0,2238.66,4,afternoon
275,5/4/2025,1028,2063,401,1,994.43,5,morning
276,5/4/2025,1183,2018,403,3,2711.3,2,morning
277,5/4/2025,1000,2078,403,1,0,1,evening
278,5/4/2025,1146,2053,402,0,1220.3,3,afternoon
279,5/4/2025,1134,2046,401,0,33.43,4,morning
280,5/4/2025,1099,2060,401,3,1633.52,5,evening
281,5/4/2025,1095,2032,401,2,1512.96,2,afternoon
282,5/4/2025,1017,2044,402,0,207.58,1,morning
283,5/4/2025,1197,2074,403,1,593.55,3,evening
284,5/4/2025,1011,2045,403,1,842.78,4,afternoon
285,5/4/2025,1199,2087,404,3,159.32,5,morning
286,5/4/2025,1161,2023,402,0,939.54,2,morning
287,5/4/2025,1183,2099,404,0,1292.64,1,evening
288,5/4/2025,1075,2025,401,1,0,3,afternoon
289,5/4/2025,1010,2040,403,3,138.16,4,morning
290,5/4/2025,1139,2060,403,0,1225.14,5,evening
291,5/4/2025,1192,2082,402,2,213.28,2,afternoon
292,5/4/2025,1091,2099,401,2,1034.11,1,morning
293,5/4/2025,1069,2015,403,3,2699.88,3,evening
294,5/4/2025,1102,2095,404,3,1472.37,4,afternoon
295,5/4/2025,1086,2023,404,3,3758.16,5,morning
296,5/4/2025,1094,2066,403,0,1032.12,2,morning
297,5/4/2025,1186,2054,401,3,0,1,evening
298,5/4/2025,1154,2023,403,2,751.63,3,afternoon
299,5/4/2025,1026,2010,403,2,62.27,4,morning
300,5/4/2025,1078,2057,404,1,393.28,5,evening
301,5/4/2025,1176,2056,403,3,524.72,2,afternoon
302,5/4/2025,1010,2093,403,3,0,1,morning
303,5/4/2025,1070,2081,401,0,1492.44,3,evening
304,5/4/2025,1171,2081,404,2,596.98,4,afternoon
305,5/4/2025,1131,2095,402,0,1472.37,5,morning
306,5/4/2025,1036,2077,404,0,1123.66,2,morning
307,5/4/2025,1032,2008,402,2,106.54,1,evening
308,5/4/2025,1092,2049,401,1,0,3,afternoon
309,5/4/2025,1173,2057,403,2,349.58,4,morning
310,5/4/2025,1113,2097,401,1,757.89,5,evening
311,5/4/2025,1135,2046,404,2,80.23,2,afternoon
312,5/4/2025,1166,2035,402,0,899.99,1,morning
313,5/4/2025,1006,2094,402,3,1480.05,3,evening
314,5/4/2025,1132,2049,401,2,1503.74,4,afternoon
315,5/4/2025,1198,2033,404,1,2257.88,5,morning
316,5/4/2025,1156,2036,404,1,784.73,2,morning
317,5/4/2025,1031,2017,401,3,0,1,evening
318,5/4/2025,1044,2091,404,0,1811.58,3,afternoon
319,5/4/2025,1174,2040,403,0,34.54,4,morning
320,5/4/2025,1140,2069,403,2,557.74,5,evening
321,5/4/2025,1040,2091,402,2,724.63,2,afternoon
322,5/4/2025,1130,2028,401,1,574.15,1,morning
323,5/4/2025,1035,2030,404,0,339.94,3,evening
324,5/4/2025,1092,2070,403,3,102.54,4,afternoon
325,5/4/2025,1141,2016,401,0,0,5,morning
326,5/4/2025,1079,2050,404,3,186.78,2,morning
327,5/4/2025,1196,2052,401,1,2632.54,1,evening
328,5/4/2025,1081,2082,401,3,1066.4,3,afternoon
329,5/4/2025,1119,2087,403,1,0,4,morning
330,5/4/2025,1199,2070,402,1,30.76,5,evening
331,5/4/2025,1110,2064,401,0,0,2,afternoon
332,5/4/2025,1132,2019,403,1,1681.07,1,morning
333,5/4/2025,1041,2041,402,2,643.37,3,evening
334,5/4/2025,1132,2036,401,2,348.77,4,afternoon
335,5/4/2025,1050,2081,403,1,2686.39,5,morning
336,5/4/2025,1160,2038,401,1,0,2,morning
337,5/4/2025,1151,2074,402,1,1187.1,1,evening
338,5/4/2025,1168,2079,403,0,1901.08,3,afternoon
339,5/4/2025,1007,2010,401,2,62.27,4,morning
340,5/4/2025,1166,2026,404,0,0,5,evening
341,5/4/2025,1127,2080,403,2,1997.42,2,afternoon
342,5/4/2025,1123,2031,404,2,1356.72,1,morning
343,5/4/2025,1116,2009,401,1,119.36,3,evening
344,5/4/2025,1112,2053,404,3,0,4,afternoon
345,5/4/2025,1052,2043,402,2,698.76,5,morning
346,5/4/2025,1183,2040,403,3,103.62,2,morning
347,5/4/2025,1033,2097,403,0,4210.5,1,evening
348,5/4/2025,1081,2030,404,0,339.94,3,afternoon
349,5/4/2025,1068,2057,402,1,1179.85,4,morning
350,5/4/2025,1024,2006,403,3,594,5,evening
351,5/4/2025,1157,2053,402,1,1098.27,2,afternoon
352,5/4/2025,1083,2073,403,1,2247.44,1,morning
353,5/4/2025,1195,2020,404,3,1879.15,3,evening
354,5/4/2025,1127,2039,404,0,1952.88,4,afternoon
355,5/4/2025,1023,2050,404,1,0,5,morning
356,5/4/2025,1055,2074,403,0,1978.5,2,morning
357,5/4/2025,1012,2036,404,3,653.94,1,evening
358,5/4/2025,1073,2068,401,0,2460.72,3,afternoon
359,5/4/2025,1110,2017,403,2,370.96,4,morning
360,5/4/2025,1195,2051,403,0,117.32,5,evening
361,5/4/2025,1102,2006,402,2,792,2,afternoon
362,5/4/2025,1141,2036,401,3,871.92,1,morning
363,5/4/2025,1129,2057,403,0,1747.92,3,evening
364,5/4/2025,1032,2012,404,2,997.1,4,afternoon
365,5/4/2025,1086,2071,403,1,553.64,5,morning
366,5/4/2025,1050,2077,404,0,561.83,2,morning
367,5/4/2025,1011,2004,402,2,0,1,evening
368,5/4/2025,1121,2066,404,1,0,3,afternoon
369,5/4/2025,1155,2065,402,2,1128.82,4,morning
370,5/4/2025,1156,2040,402,3,138.16,5,evening
371,5/4/2025,1157,2094,403,2,1578.72,2,afternoon
372,5/4/2025,1129,2065,404,2,752.54,1,morning
373,5/4/2025,1121,2002,403,2,2771.2,3,evening
374,5/4/2025,1172,2014,404,2,197.04,4,afternoon
375,5/4/2025,1185,2088,401,3,2128.05,5,morning
376,5/4/2025,1067,2083,402,0,0,2,morning
377,5/4/2025,1149,2061,402,3,1199.52,1,evening
378,5/4/2025,1037,2087,402,0,318.64,3,afternoon
379,5/4/2025,1146,2089,401,1,744.34,4,morning
380,5/4/2025,1004,2056,403,3,2098.88,5,evening
381,5/4/2025,1038,2052,402,3,2193.78,2,afternoon
382,5/4/2025,1128,2099,404,0,3877.92,1,morning
383,5/4/2025,1180,2017,402,2,741.92,3,evening
384,5/4/2025,1169,2061,404,2,319.87,4,afternoon
385,5/4/2025,1044,2058,403,2,1066.8,5,morning
386,5/4/2025,1173,2098,403,3,3631.44,2,morning
387,5/4/2025,1049,2031,403,2,1356.72,1,evening
388,5/4/2025,1057,2038,403,1,2501.58,3,afternoon
389,5/4/2025,1176,2090,404,2,343.87,4,morning
390,5/4/2025,1122,2044,403,2,166.06,5,evening
391,5/4/2025,1031,2073,404,3,1498.29,2,afternoon
392,5/4/2025,1088,2098,402,2,726.29,1,morning
393,5/4/2025,1010,2036,401,2,348.77,3,evening
394,5/4/2025,1113,2083,403,3,3072.64,4,afternoon
395,5/4/2025,1054,2025,403,2,671.09,5,morning
396,5/4/2025,1035,2013,402,1,1683.65,2,morning
397,5/4/2025,1012,2085,402,1,217.94,1,evening
398,5/4/2025,1013,2012,404,2,1994.21,3,afternoon
399,5/4/2025,1183,2060,401,1,367.54,4,morning
400,5/4/2025,1001,2070,402,3,102.54,5,evening
401,5/4/2025,1167,2060,404,1,735.08,2,afternoon
402,5/4/2025,1193,2036,403,2,348.77,1,morning
403,5/4/2025,1165,2007,401,1,0,3,evening
404,5/4/2025,1136,2094,401,1,1776.06,4,afternoon
405,5/4/2025,1106,2022,401,3,671.18,5,morning
406,5/4/2025,1126,2023,403,0,0,2,morning
407,5/4/2025,1002,2038,401,2,1482.42,1,evening
408,5/4/2025,1072,2058,404,1,1200.15,3,afternoon
409,5/4/2025,1129,2059,403,1,1382.54,4,morning
410,5/4/2025,1028,2042,402,3,502.83,5,evening
411,5/4/2025,1165,2032,402,0,0,2,afternoon
412,5/4/2025,1188,2043,403,1,1572.21,1,morning
413,5/4/2025,1044,2078,404,3,426.03,3,evening
414,5/4/2025,1131,2041,401,3,3216.84,4,afternoon
415,5/4/2025,1171,2012,402,1,1121.74,5,morning
416,5/4/2025,1122,2041,402,0,1608.42,2,morning
417,5/4/2025,1066,2049,402,3,0,1,evening
418,5/4/2025,1192,2034,403,2,326.81,3,afternoon
419,5/4/2025,1149,2092,401,2,1157.3,4,morning
420,5/4/2025,1167,2046,402,0,133.72,5,evening
421,5/4/2025,1170,2015,404,2,0,2,afternoon
422,5/4/2025,1040,2051,403,0,469.28,1,morning
423,5/4/2025,1163,2037,403,1,0,3,evening
424,5/4/2025,1056,2017,404,1,834.66,4,afternoon
425,5/4/2025,1116,2095,403,3,490.79,5,morning
426,5/4/2025,1179,2070,404,1,61.52,2,morning
427,5/4/2025,1195,2031,401,3,1695.9,1,evening
428,5/4/2025,1135,2090,403,0,0,3,afternoon
429,5/4/2025,1144,2014,401,1,443.34,4,morning
430,5/4/2025,1146,2068,402,1,2952.86,5,evening
431,5/4/2025,1083,2066,404,0,516.06,2,afternoon
432,5/4/2025,1174,2026,404,0,423.12,1,morning
433,5/4/2025,1130,2057,401,3,1747.92,3,evening
434,5/4/2025,1033,2065,404,3,0,4,afternoon
435,5/4/2025,1144,2007,404,2,933.42,5,morning
436,5/4/2025,1185,2002,404,2,692.8,2,morning
437,5/4/2025,1000,2095,402,0,0,1,evening
438,5/4/2025,1011,2054,403,0,900.51,3,afternoon
439,5/4/2025,1138,2007,401,3,2333.56,4,morning
440,5/4/2025,1008,2036,404,1,196.18,5,evening
441,5/4/2025,1196,2017,404,2,741.92,2,afternoon
442,5/4/2025,1097,2057,404,3,436.98,1,morning
443,5/4/2025,1020,2087,402,2,637.28,3,evening
444,5/4/2025,1030,2022,404,1,604.06,4,afternoon
445,5/4/2025,1186,2028,401,0,2551.76,5,morning
446,5/4/2025,1076,2059,404,3,1536.15,2,morning
447,5/4/2025,1058,2031,404,2,0,1,evening
448,5/4/2025,1039,2035,402,0,899.99,3,afternoon
449,5/4/2025,1008,2084,404,0,845.55,4,morning
450,5/4/2025,1061,2026,401,0,423.12,5,evening
451,5/4/2025,1152,2004,404,0,2781.75,2,afternoon
452,5/4/2025,1062,2094,401,3,1973.4,1,morning
453,5/4/2025,1112,2029,402,0,13.51,3,evening
454,5/4/2025,1035,2064,403,1,0,4,afternoon
455,5/4/2025,1187,2073,403,2,399.54,5,morning
456,5/4/2025,1060,2038,402,1,3335.44,2,morning
457,5/4/2025,1105,2038,403,0,1853.02,1,evening
458,5/4/2025,1142,2075,402,3,3903.2,3,afternoon
459,5/4/2025,1142,2063,401,2,1325.9,4,morning
460,5/4/2025,1164,2085,404,2,387.44,5,evening
461,5/4/2025,1178,2053,404,1,1647.4,2,afternoon
462,5/4/2025,1076,2048,402,3,1072.89,1,morning
463,5/4/2025,1061,2028,403,1,1148.29,3,evening
464,5/4/2025,1118,2007,404,3,1750.17,4,afternoon
465,5/4/2025,1142,2067,402,3,1163.8,5,morning
466,5/4/2025,1062,2032,402,2,756.48,2,morning
467,5/4/2025,1165,2010,404,2,124.54,1,evening
468,5/4/2025,1023,2068,402,0,2460.72,3,afternoon
469,5/4/2025,1068,2048,401,0,715.26,4,morning
470,5/4/2025,1048,2097,402,3,0,5,evening
471,5/4/2025,1053,2042,403,0,167.61,2,afternoon
472,5/4/2025,1054,2024,401,3,372.81,1,morning
473,5/4/2025,1062,2089,402,3,1240.56,3,evening
474,5/4/2025,1061,2070,403,2,27.34,4,afternoon
475,5/4/2025,1097,2059,403,2,0,5,morning
476,5/4/2025,1066,2046,404,3,200.58,2,morning
477,5/4/2025,1025,2092,404,2,771.54,1,evening
478,5/4/2025,1052,2047,403,3,334.98,3,afternoon
479,5/4/2025,1011,2072,402,1,756.54,4,morning
480,5/4/2025,1004,2033,404,2,0,5,evening
481,5/4/2025,1039,2025,403,1,503.32,2,afternoon
482,5/4/2025,1097,2072,402,3,420.3,1,morning
483,5/4/2025,1140,2083,403,2,1843.58,3,evening
484,5/4/2025,1195,2062,404,3,3096.8,4,afternoon
